Hinglish,English
"wo film mein aspiting actress hai, dono apne khawab pursue kar rahe hain",She is a aspiting actress in this film. They are both pursuing their dreams. 
John Legend kaunsa part play kar raha hai?,What part does John Legend play?
"muje yaad nahi ki voh kya part me pay kara hoga. pehla part mein toh Ryan Gosling party mein they aur I Ran ko play kar rahe the, lagtha tha ki voh song kisi serious musician ko insult kar rahe hein","I am not sure what part he pays. In the first part Ryan Gosling is at a party and he plays a cover of I Ran (So far Away), he feels like the song is an isult for a serious musician"
Kis time period ka movie hey yar? Modern story hein kya?,What is the time period of the movie? Is it a modern story?
haan yar yeh toh modern time period ki hoga,Yes I think it is modern time period
kya tu is movie ko dekha kya?,Have you seen the movie?
"nahi yar, bas soch raha hoon ki dekhen. muje yaha patha chalna hey ki agar voh dono mil jaathe ya aapas me struggle karte unka relationship","No I have not seen it yet, I want to though. I want to know if they stay together or they have a struggle with their relationship"
Relationship toh tough hei yar. mein toh aacharya huva ki voh dono kaise yeh handle karte,Relationships are tough. I wonder how the two characters handle theirs.
Emma jo Mia ka role play kiya voh apni aap hi yek women ko play kiya. voh toh bada interesting hey! Ryan jo Sebastian ka role play kiya voh regularly yek club mein perform kar rahe they aur dono move kiya. muje lagtha hein ki dono fun couple hein.,"Emma who plays Mia, writes her own one women play. That sound interesting! Ryan who is playing Sebastian is performing regualry at a club and they move in together. I am thinking they sound like a fun couple."
aap ko patha hein ki yeh play konsa baare mein hein?,Do you know what the play is about?
"nahi yar, sadly muje iske baare mein kuch patha nahi. lakin yeh toh patha ki sebastian ko uska music band ka play bilkul pasand nahi aaya","No, sadly I do not know what it is about. I do know that Sebastian does not enjoy the music his band plays in "
kya kahi dancing bhi hein kya?,Is there alot of dancing also?
"main us par sure nahi hun, but mujhe lagta hai ki wanha hai. Pratit hota hai jaise ye music se bhara hua hai! Mujhe good musical se pyaar hai","I am not sure on that, but I would think there is. Sounds like it is filled with music! I love a good musical"
"main bhi karta hun, if ise acche se kiya jaye.","I do too, if it is done well."
kya Emma stone bhi accha sing kar sakti hai?,Does Emma Stone sing as well?
"Jab unke band ka first tour tha, Mis aur Sebastian argument me pad gaye! Use lagta hai ki wo use unsuccessful karna chahti hai.",When their band has the first tour Mis and Sebastian get into an argument! He thinks she wants him to be unsuccessful
ye relanship ke liye acchi bode nahi hai.,That doesn't bode well for the relationship.
"Mujhe lagta hai wo ek aspiring actress hai, na ki singer. Wo apna first play miss karti hai janha koi dekhne wala nahi hoga tha, aur wah theater ke money ko owes karke Nevada chali jaati hai kyunki wo pay nahi kar sakti. Ye bada interesting ho gaya.","I think she is just an aspiring actress, not a singer. He misses her first play where noone shows up, and she owes the theater money and moves to Nevada since she can not pay. Getting very interesting!"
Kya wo uske saath Nevada gaya?,Does he go with her to Nevada?
"No, wo mad thi aur usne use play ko miss karne ke liye forgive nahi kiya. Uska first play aisa laga jaise wo bust ho gaya ho.","No, she is mad and not forgiving him for missing her play. Her first play sounds like it was a bust"
Aisa lagta hai ki wo accha hai. Play writing difficult hoga. Aisa lagta hai usne use hard liya hai.,It sounds like it. Writing plays must be difficult. Sounds like she took it hard.
"John Legend ne keith ka role play kiya, wo ek band member hai. Me bet karta hun ki wo ek great bank member hai.","John Legend plays Keith, he is a band member. I bet hes a great bank member!"
Main bet lga skta huin ki tum sahi ho.,I bet you are right.
Main sure huin ki usse enough experience  nhi hai play likhne ka or use execute or promote krne ka.,I am sure she just did not have enough experience for the play writing and how to execute the play and promote it. 
"Khair, ye ek interesting movie lagti hai. Thanks sabhi information ke liye.","Well, this sounds like an interesting movie. Thanks for all the information."
Main hope krta huin ki tum isse dekhoge. Main dekhna chahta huin ki realtionship kaise chlta hai film mein.,I do hope you will see it. I want to see how the realtionship plays out during the film. 
Bahut badia lagta hai.,Sounds great.
Kya tumne ye movie dekhi hai?,Have you seen this movie?
"Haan, maine dekhi hai","Yes, I have. "
Maine really enjoy kiya. Mujhe revenge movies pasand hai.,I really enjoyed it. I love revenge movies
"Mujhe bhi, hitman movies best hoti hai","I as well, hitman movies are the best! "
Haan! Aur Keanue Reeves ne bahut kamal ka kaam kia hai,Yes! And Keanu Reeves did such a great job
Wo hamesha deliver karta hai! Is movie me aisa authentic B movie feel tha,He always delivers! This movie had such an authentic B movie feel to it! 
Haan! mujhe bahut pasand aya.,Yeah! I loved it
Lekin jab uske puppy ko maara tab mujhe kaafi dukh hua.,I felt crushed when they killed his puppy though
"IKR! bahut violent film, kaafi saman destroy kar diye, is movie ki filming me kitne black SUV ko kabaad kar diye?","IKR! Very violent film, destroyed a lot of stuff - how many black SUV's were trashed during the filming of this movie? "
HAHAHA! oh my god. sahi me! Infamous black SUV,HAHAHA! oh my god. SO TRUE! the infamous black SUV
"muje tho bilkul yaad nahi ki john leuizamo us movie mein hein, voh tho ninja actor ke tarah hein sabhi showsup karte","I had totally forgotten that John Leuizamo was in this movie, he is like the ninja actor that shows up when you least expect it! "
"haan sach hein yar, kaafi ache actors bhi hein in movie mein",Oh yeah! That's right. So many great actors in this movie
aur vo sab cool lagte us mafia suits mein,And they all looked so cool in their mafia suits
us movie mein tho aise authentic criminal dunia ka tarah feel ho raha tha.. cough karte karte muje tho underworld criminal ke tarah dekh laga tha,The movie has such an authentic criminal world feel to it. (cough cough) not that I would know what the criminal underworld looks like 
ha ha tho,hahaha uh oh
oh mustang sick hein kya,oh and the Mustang was SICK!
is scene mein badguy us wick priceless par pissed kiya jo unhe ab realize ho raha hein,The scene where the bad guy realizes that they just pissed off wick - priceless
muje tho mustangs bahut pasand hae yar,I looooove mustangs
is movie ke liye is gaadi ache selection hein,great selection of vehicles for the movie 
agar assassain ne us business ke liye revenge lega aur getback hoga tho .. mein jarur watch karunga,"when a great assassain gets back into the business for revenge, ya'd better watch out! lol"
hahah tum jaante ho,hahah you know it!
wo sahi me bahut majedaar movie thi,it was a really fun movie
sab ek puppy k peeche!,all behind a puppy! 
Main bhi same hi karta apne dog k liye ek heartbeat me,I would do the same for my dog in a heartbeat!
bilkul rare gem movie hai,"extremely
 rare gem of a film "
wo nightclub me lady assassin kaun thi? Behad beautiful.,"Who was that lady assassain in the nightclub? Extremely beautiful 
 "
"Haan, main surprised hu ie bas B rating mile hai Rotten Tomatoes pe","Yeah, I'm surprised it only received a B rating on Rotten Tomatoes"
"uske scenes rewind karta raha, badhiya actress",kept rewinding her scenes! Great actress 
Ms. Perkins?,Ms. Perkins?
"You know, kabhi kabhi critics log sahi rahte hai kabhi hame khud se judge karna padta hai.","You know, sometimes the critics get it right and other times we just gotta judge for ourselves! "
Ye to wo hai!,That's her! 
Haan main kabhi ratings ko trust nahi karta. Hum sab k different tastes hai. Sab subjective hai.,Yeah I never really trust ratings. We all have different tastes. It's all subjective
Wo Adrianne Palicki hai,That's Adrianne Palicki
Haan! Main use dusri movies se jaanta hu but is movie me bhi wo acchi thi. Ek great actress hamesha tumhe bhula degi k tum movie dekh rahe ho,"Yes! I know her from other stuff, but she was too good in this movie. A great actress always makes you forget your watching a movie! "
Haan wo ek badhiya character thi,yeah she was a great character!
"Jab tak wo mari nahi. Usne rule tode, aur rule to rule hota hai lol",Up uuuuuuntil she died. She broke the rules.....and rules are rules...lol
Lekin wo last fistfight!,That last fistfight though! 
"Tumhe kya lagta hai , Neo v Agent smith se better thi?","What do you think, better than Neo vs Agent smith? "
"Wick ek ek karke goondo k paar jara tha, aur main shock hogaya jab usne apne aap ko stab hone diya! Main literally chillaya ""kya kar rahe ho""?","Wick went through the henchmen, and I was shocked when wick allowed himself to get stabbed! I literally said aloud ""What are you doing?"" "
"Phir main kaha ""oh ab samjh aaaya"" lol","Then I said ""Oh, I see now!"" lol "
Muje aakhri fight scene matrix se wick ka accha laga,I liked the final fight scene in Wick better than the matrix Just my opinion. 
Aakhir me wick ko naya puppy mil gaya,"and of course, at the end, wick gets a new puppy"
Kya hota agar mailman accidentally maces 'wick' naya naya kuta?haha,what happens if the mailman accidentally maces' wicks' new dog? lol
Haha maf karna internet second ke liye glitchy ho gya,haha sorry my internet got glitchy for second
Par yeah! Haha thoda funny,but yeah! haha pretty funny
"movie ka naam The Imitation Game hai, ek drama jo Rotten Tomatoes main 91% score mila.","The movie is called The Imitation Game, a drama that received a score of 91% on Rotten Tomatoes."
"Badhiya, movie kis baare meinhai?","Nice, what is the movie about?"
Is movie ke baare suna tumne? Wo ek cryptanalyst Alan Turing naam ke vyakti ke bare mein hai jisne German intelligence codes ko decrypt kia British Government ke liye WW2 ke dauran.,Have you heard of this movie?  It is about a cryptanalyst named Alan Turing who decrypted German intelligence codes for the British government during WW2.
Uske baare mein nahi suna maine.Lagta hai accha movie hai.Already muje us movie ka plot accha laga.Kaun play kar raha hai usme?,I have not heard about it. If sounds like it would be a good movie. I already like the plot of the movie. Who plays in it? 
"Is movie mein Benedict Cumberbatch ne Alan Turing, Keira Knightley ne Joan Clarke, Matthew Goode ne Hugh Alexander aur  Tom Goodman-Hill  ne Sgt character nibhaya hai. Staehl - honestly maine in kisi ke bare mein nahi suna hai haha.","This movie stars Benedict Cumberbatch as Alan Turing, Keira Knightley as Joan Clarke, Matthew Goode as Hugh Alexander and Tom Goodman-Hill as Sgt. Staehl - in all honesty I don't think I have heard of any of them haha."
"Maine Keira Knightley ke bare mein suna hai, Mujhe Disney Pirate ke moves Jack Sparrow ke ssath  ache lage. Woh sare movies me play ki. Acchi actress. Mujhe surpise hai ki tumne uske bare mein suna nahi.","I have heard of Keira Knightley, I liked the Disney Pirate moves with Jack Sparrow. She played in all the movies. Good actress. I am surprised you have not heard of her. "
Maine movies dekha hai. Johnny Depp aur Orlando Bloom ke alava probably kisi ka naam nahi bata paya cast mein.,"I have seen the movies, other than Johnny Depp and Orlando Bloom I probably couldn't name the rest of the cast."
The Imitation Game ko badhiya reviews mile critics se aur A+ CinemaScore se,The Imitation Game received great reviews from critics and a CinemaScore of A+
Mujhe nahi lagta mujhe Google krna padega ye dekhne ke liye ki wo kaise he aur wo vartaman kal me kaise the. Me asha karta hu ki wo achi film cast aur baki member ko movie me lenge.,"I do not think I can either, I would need to google them just to see who they are and what they have been in the past. I hope they put together a good cast and crew for this movie. "
"Ye acha he, ye mujhe asha deta he aur acha he.","that is nice, that gives me hope that it will be good. "
"The Imitation Game Morten Tyldum ne direct kiya he, kya aap inki bakio ki film se vanchit ho?","The Imitation Game is directed by Morten Tyldum, are you familiar with any of his other movies?"
Mujhe nahi lagta ki usne aur kuch banaya he.,"I dont think so, what else has he produced? "
Mujhe sachme koi idea nai he.,I honestly have no idea...  
"I'm sorry, mujhe bohot time lag raha he dusre task pe jane ke liye aur me ye HIT se wapas chala jaunga.","I'm sorry, this is taking too long to progress to the next one I'm going to return this HIT."
