,premise,hypothesis,labels,english_premise,english_hypothesis
1122,"DR. SWAMY : You know the law Ashwin .. Investigative officers narco test mein maujud nahin reh sakte .. ## ASHWIN : Swamy Saab .. Main pahadi ki nok pe khada hoon .. Ek kood mili .. Aur khai paar .. Please .. ## DR. SWAMY : Ashwin bachhe ki tarah zid mat karo .. I can't help in this , please .. ## ASHWIN : Achha phone do apna . ## DR. SWAMY : Kisey phone laga rahe ho ? ## ASHWIN : Khud ko ? (He gives her the phone back ## Lo baat karo . : ASHWIN ## Hello Dr . Swamy ? Kaisi hain ? : DR. SWAMY ## Ashwin kya hai ye ? : ASHWIN ## Live telecast . Ye to law mein mana nahi hai na ? Aur test ke dauraan koi sawaal soojha to main Dr Mohanty ko text karoonga . Jaaiye ander . Der ho rahee hai . :  ## ",DR. SWAMY bachhe ki tarah zid kar raha hai,contradictory,"Doctor. Swami: You know the law Ashwin.. Investigating officer cannot be present in Narco test.. ## Dr. Swami: Ashwin don't be stubborn like kids.. I can't help it, please.. ## Ashwin: Achcha phone do apna. ## Doctor. Swami: What phone are you calling? ## Ashwin : Himself? (He gives her the phone back ## Take talk. Ashwin ## Hello Dr. Swami? How are you?: Dr. Swami ## Ashwin What is this?: Ashwin ## Live telecast. This is not in law, isn't it? And I will text Dr. Mohanty if I come up with a solution during the trial. Jay Ander. I am scared.: ##",Doctor. lord is insisting like a child
1123,"CLERK : Yeh ? ## CLERK : Yeh toh guzar gaya . Haadsa ho gaya ek . ## DEVI : Iski ye file hai humaare paas . Kuch paise baaki hain , ek do books bhi hain uski jo lautani hain . Aap pata de sakte hain ? ## CLERK : Number hai ghar ka . Ye addresss hai unka Allahabad mein . Note karo . Par bolna mat kahin ki maine diya hai . ## ",Clerk ke saath ek haadsa ho gaya,contradictory,"Clerk: Yes? ## Clerk: It has passed. One got angry. ## Devi: We have this file for it. There is some money left, there are also a couple of books which have to be returned. Can you give the address? ## Clerk: The number is of the house. This is his address in Allahabad. Take note. But don't say anywhere that I have given. ,",got into a fight with the clerk
1124,"RAMA: : Thak gayi na meri Lado ## RAMA: : Dekh ? Yahi waala tha na ? Mujhe yaad hain beta , mamma ko yaad hain ## HARISH : Meri 3d , 4d ho gayi Aneesh , Daddy's dead darling daughter ho gayi ## JATIN: : Neerja ki mamma ? ## JATIN: : Neerja Aunty ne aapke liye message bheja hain ... ## ",Neeraja ki Aunty ne message bheja hai,contradictory,"Rama: : did not fail my Lado ## Rama: : See? That was it, wasn't it? I remember son, remember momma ## Harish: I got 3D, 4D Anish, daddy's dead lovely daughter ## Jatin: Neerja's momma? ## Jatin: : Neerja Aunty has sent a message for you... ##",Neerja's aunt has sent a message
1125,FALAK : Kuchh legal term use k i thi ... consultation nahi kuchh ... haan conference - toh un sab lawyers ne- ## DEEPAK : Blocking fees ! ## FALAK : Haan ... toh un sabne mana kiya ... bola Minal ko isliye represent nahi kar saktey ! ## DEEPAK : Haan - Legally nahi ! ## ANDREA : But th ere is on e law yer wh o i s willing to represent us ! ## DEEPAK : Who ? ## ANDREA : Rajeev Kumar ! ## DEEPAK : No . Not him . Chor hai ek number ka . I know him . ## FALAK : Maine ... Minal ko itna helpless kabhie nahi dekha ! She used to be a brave girl . ## ANDREA : What should we do then ? ## FALAK : Sir ... we are not prostitutes ! / We are normal working girls / Humney kuchh nahi kiya ! ## ,Rajeev Kumar is willing to represent. ,entailment,"Falak : Some legal word came to be used ... not consultation some ... yes conference - so all those lawyers - # # Deepak : Blocking fee! ## Falak : Yes ... so did all of them ... said that's why can't represent Meenal! ## Deepak: Yes - not legally! ## Andrea : But it is on E law that I am willing to represent us! ## Deepak: Who? ## Andrea : Rajeev Kumar! ## No, Deepak. not him . Thief is number one. I know him . ## Falak : I have never seen Meenal so helpless! She used to be a brave girl. ## Andrea: So what should we do? ## FALAK : Sir... we are not prostitutes! / We're normal working girls / We didn't do anything! ,",Rajeev Kumar is ready to represent.
1126,"MARIAM : Aap yahaan fees ke liye aaye hain ? ## SHAHID : Nahin .. ## MARIAM : Jitne lawyers main dekh chuki hoon , log apni poori zindagi mein nahin dekhte . Lucky people . Shahid stays quiet ... ## MARIAM : Maine koshish ki but nahin ho saka . Main property sale ka ek %age de sakti hoon .. ## SHAHID : Sir ne ... ## MARIAM : Kya ? ## SHAHID : Paise hearing se pahle chahiye . ## MARIAM : I cant ... ## SHAHID : I am really sorry ... ## MARIAM : Please go ... ## ",MARIAM ne hearing se pahle Paisa dene se mana kar diya. ,entailment,"Mary: You have come here for fees? ## Shahid: No.. ## Maryam: The number of lawyers I have seen, people do not see in their whole life. Lucky people Shahid keeps quiet... ## Maryam: I tried but couldn't. Main property sale % age de power am .. ## Shahid : Sir ne... ## Maryam : What? ## Shahid: Money is needed before listening. ## Maryam : I can't... ## Shahid : I'm really sorry... ## Maryam : Please go... ##",Maryam refused to give money before hearing.
1127,"SANDHYA : Namaste Bijay bhaiyya . ## BIJAY : Namaste Bhabhi . Aap is taraf ... ## SANDHYA : Kuch jaroorat ka samaan lena tha . ## BIJAY : Batao - sewa mein haajir hai devar . Chai campa kuch mangaoon . ## SANDHYA : Nahin , thank you . ## BIJAY : Akeli aayi ho , Prem ko kahan dukaan pe hee chorr aayi . ## SANDHYA : Nahin ... bindi nail paalish nahin chahiye . (pointing at the undergarment boxes) Us tarah ka kuch ho to dikha do . ## BIJAY : Didi dikhayengi , main jara kuch likha padi kar raha hoon . ## SANDHYA : Andar aajao . ## PREM : Nahin tum khareed lo jo tumhein khareedana hai . ## ",BIJAY PREM ke saath aayi hai,contradictory,"Sandhya: Hello Bijay Bhaiya. ## Bijay : Hello sister-in-law. You are appreciated... ## Sandhya: Had to get some essentials. ## Bijay: Tell me, brother-in-law is present in the service. Chai Campa Some Moong. ## Sandhya: No, thanks. ## Bijay: You have come alone, where did the thief come to Prem at the shop? ## Sandhya: No... do not need dot nail polish. (Pointing to the undergarment boxes) Show us if you have any kind. ## Bijay: Didi will be seen, I am doing a little written padi. ## Sandhya: Come in. ## Love : No you buy what you want to stand. ,",Bijay has come with love
1128,SHAMBHU : Koi bada accident hua hai ... ## BABA : Deepak beta ... jaao agni laa ke do inhein ... ## DEEPAK : Haan Baba ... ## SIKANDAR : Arre idhar lagaao na ... idhar hai toh jagah ! ## SIKANDAR : Arre jalaao na ... apna ghaat hai ki ! ## SIKANDAR : Ae Deepak ... idhar chita banwaao ... 4 aa jaayegi idhar . ## GRIEVING MAN : Teerath pe gaye they sab .... poori Bus ganga ji mein gir gayi ... Sanstha wale sab body yahin laye hain . ## ,SIKANDAR ne nahin jalane ko kaha. ,contradictory,"Shambhu : Some big accident has happened... ## Baba : Deepak Son... Go Agni La ke two hai... ## Deepak : Yes Baba... ## Sikander : Hey here lagao na ... here is That's the world! ## Sikander : Oh, don't you burn... your ghat is there! ## Sikander: Oh Deepak... get the pyre built here... 4 will come here. ## Grieving man: They all went to Tirath .... The poor bus fell in Ganga ji ... All the bodies of the organization have brought Yahin. ,",Sikandar asked not to burn.
1129,"DEBDAS : Aap logon ko yahaan khudaai karni hai , kya karna hai ... ## DEBDAS : To ... (imitating Dev Anand) Phir savaal ye hai ki ... aapko khodna aata hai ? ## DEBDAS : Very good ... ## DEBDAS : Hum khod rahe hain kyonki ... zameen hai , usse ... khodte hain ... ## DEBDAS : Andar hi to hai jo hai ... baahar to sirf ... ## DEBDAS : Vah ... bhai mujhe nahin pata ... bade saahab ko pata hai ... ## DEBDAS : Ye theek hai ... ## ",DEBDAS ne kaha ki jo hai andar hi hai. ,entailment,"Debdas : You guys have to dig here, what to do... ## Debdas : So... (imitating Dev Anand) Then the question is... do you know God? ## Debdas : Very good... ## Debdas : Why are we digging... the land is there, we dig it... ## Debdas: What is inside is there... outside is only. .. ## Debdas : Wow... Brother I don't know... Bade sahab knows... ## Debdas : It's fine... ##",Debdas said that whatever is there is inside.
1130,"SHAHID : Mujhe yakin hai . They all look elated . Shahid stands up . ## SHAHID : Kuuch hota hai toh batata hoon . Starts walking as the bickering begins .. ## 5TH MAN : Tu kya bol raha tha abhi . ## FIRST MAN : Jo bola suna nahin kya ?... ## 5TH MAN : Ruk tere ko batata hoon , leader banta hai tu yahaan ka . Shahid turns back . ## SHAHID : Apne mein ladna band karo . ## 6TH MAN : Arrey inka roz ka hai , aap jao bhai . ## ",SHAHID starts walking,entailment,"Shahid: I am sure. They all look excited. Shahid stood up. ## Shahid: If something happens, I will tell. Discord starts going on as soon as it starts.. ## 5th man: What were you talking about now. ## First man: Didn't hear the one who said? ## 5th man: I tell you, the leader is banta hai, you are here. Shahid turned back. ## Shahid: Stop bringing in yourself. ## Sixth Man: Hey it's daily, you go brother. ,",shahid started walking
1131,NAVEEN : Kuchh likhna nahin hai ispar ? ## KK : Abe wahi toh trick hai . Hum bolenge - 'Jab tum saamne hoti ho toh sab bhool jaate hain . Likhna bhi bhool gaye . ' ## PUSHPI : Chappal maaregi dekhna ! ## KK : Deepakwa ... aa na ! ## RUPPAN : Hum bike start kar rahe hain ... donon pitne lage toh ... ## ,Dono KK ko pitne wale hain.  ,contradictory,"Naveen: Nothing to write on this? ## KK: Now that is the trick. We will say - 'When you are in front, everyone forgets. Forgot to write. ' ## Pushpi: See you will kill the slippers! ## KK : Deepakwa... come on! ## Roopan: We are starting the bike... If the doon starts beating... ##",Both are going to beat KK.
1132,"FATHER : Papa aap betho .. Sunita !! ## MOTHER : What does she think by getting these cookies she'll .. Bahar nikal , mere ghar se .. Bahar !! ## BOOBLY : Bhaiya main rokun kya ? ## WASIM : Tu please mere baap involve mat ho ! ## RAHUL : Maa , kisi ko lag jayegi .. Neeche rakho .. Maa .. Tujhe ek kaam bola tha .. Paanch minute ke liye mummy ko andar nahin rakh sakta tha .. ## ARJUN : Itni der se rok rakha tha yaar , Kitchen mein hi nikal jaata .. ## GRAND DAD : Mere birthday par is gobar ko kyoun bulaya .. ## FATHER : Chowdhary kaka main maafi mangta hun aapse .. Please-- Is ghar mein hum mehmaanon se tameez se baat kar sakte hain ya nahin !!! ## MOTHER : Shakal mat dikhana mujhe apni-- ## GRAND DAD : Mehmaan ki maa ki ! ## ",FATHER ne Chowdhary kaka ko maafi mangne ko kaha. ,contradictory,"Father: Papa you betho.. Sunita!! ## Mother: What does she think after getting these cookies.. come out, from my house.. out!! ## BOOBLY : Brother, should I stop? ## Wasim: Please don't be in my father! ## Rahul: Mother, someone will be engaged.. Neech Rakho.. Mother.. told you one thing. It turns out.. ## Grand Dad: Why is the cow dung called on my birthday.. ## Father: Chaudhary Kaka I apologize to you.. is it or not !!! ## Mother: Don't show me your face- ## Grandfather: The mother of the guest! ,",Father asked Chaudhary Kaka to apologize.
1133,"DR. SWAMY : Yeh Sodium Pentothal hai .. Is se tumhe thoda nasha jaisa hoga , neend aayegi lekin tum jagey hi rahoge .. ## DOCTOR : He's stable .. You can begin . ## DR. SWAMY : Kanhaiya .. ## DR. SWAMY : Kanhaiya .. ## KANHAIYA : Haan saab ... ## ",KANHAIYA is not stable,contradictory,"Doctor. Swami: This is sodium pentothal.. this will make you feel like a little intoxicated, the need will come but you will keep going.. ## DOCTOR: He is stable.. you can start. ## Doctor. Swami : Kanhaiya .. ## Dr. Swami : Kanhaiya .. ## Kanhaiya : Yes sir... ##",Kanhaiya is not stable
1134,DEEPAK : Bhaai ... bhaai ... idhar aa ! ## SIKANDAR : Bol ... ## DEEPAK : Yeh ... ek selfie kheench de na ! ## SIKANDAR : Kya ? ## DEEPAK : Photo ... photo kheench . ## DEEPAK : Arre ee chita nahin aana chaahiye ... udhar se le na . ## DEEPAK : Jaldi se kheench de na bhaai ek aur . ## ,DEEPAK SIKANDAR ko ek ke baad dusari Photo bhi lene ko keh raha hai. ,entailment,"Deepak: Brother... Brother... come here! ## Sikander : Bol... ## Deepak : Yeh... take a selfie, don't you! ## Sikander: What? ## Deepak : Photo... Take a photo. ## Deepak : Oh e pyre should not come... Take it from a loan, don't you? ## Deepak: Do not pull quickly, brother one more. ,",Deepak is asking Sikander to take photos one after the other.
1135,DEVI : Bahut dinon se kheer nahin banaayi ... ## PATHAK : Bas ... ho gaya .. ## DEVI : Khaa lijiye ... itni pasand toh hai aapko ! ## DEVI : 1 mahina ho gaya aaj . 16 hazaar mile hain . ## PATHAK : Tum ghar chhorh ke jaana chaahti ho ? ## PATHAK : Hai na ? ## DEVI : Haan . ## DEVI : Ye case nahin hota toh ab tak ... Main shaayad akele rahne ke liye bani hoon . ## DEVI : Allahabad University mein ek course hai ... wo karne ka mann hai . Wahin kisi coaching mein kaam dhoondh loongi . ## PATHAK : Hmmmm . ## PATHAK : Abhi 3 Lakh mein se 1 hi hua hai . Bank mein 50 hazaar ki FD hai ... tudwa lenge . Baaki 1 . 5 ka dekhna padega kahin se . Uske baad jahaan jaana hai chali jaana ... ## ,',entailment,"Devi: Haven't made kheer for a long time... ## Reader: That's it.. ## Devi: Eat it... you like it so much! ## Devi: It's been 1 month today. 16 thousand have been found. ## Reader: You want to go to the end of the house? ## Reader: Right? ## Devi: Yes. ## Devi: If this had not been the case, by now... I might have been made to be alone. ## DEVI : There is a course in Allahabad University... I want to do that. I will find work in some coaching. ## Readers: Hmmmm. ## Reader: Only 1 out of 3 lakhs has happened now. There is an FD of 50 thousand in the bank...will get it broken. The rest 1.5 will have to be seen from somewhere. After that the world has to go... ##",","
1136,MISRA : ISI keh rahi hai chaar sir ... ## MEA MINISTER : Ashwini ... Are they any good ? PTV pe toh nahi dekhna padega unhe ? Jaldi se press brief banao ... Aur pray karo ke yeh un chaaron se judi hui aakhiri news ho ... ## PM : Ussey pehle mujhe tumhara resignation letter chahiye ... ## MISHRA : Sir ... Woh Pakistan mein pakdey gaye toh hum bahut embarrass hongey ... I can handle it sir ... ## ,MEA MINISTER Ashwini ko press brief banane ko keh rahi hai,entailment,Mishra: ISI is saying four sir... ## External Affairs Minister: Ashwini... are they good? Will they not be able to watch it on PTV? Make a quick press brief... and pray that this is the last news related to all four of them... ## PM: He needs your resignation letter first... ## Mishra: Sir... He will be in Pakistan We will be very embarrassed if you go... I can handle it sir... ##,Press Brief to External Affairs Minister Ashwini is telling Bananas
1137,"MOM : tujhey itti der se phone kar rahey hain ... yeh kaun hai ? ## RANI : Mummy yeh meri friend Laxmi ## MOM : Laxmi ? ## DAD : namaste namaste ## VIJAYLAXMI : Daddy ! Namaste ... ## DAD : Call me ashwini , actually ashu ## RANI : Indian hai ... thodi si ## DAD : Dikh raha hai ## MOM : Beta hum chalte hai , tum achche logon ki company mein rehna , (after a pause) tu aankhein kyun nahin jhapak rahi ## RANI : Nahin nahin ... jhapak to rahi hoon ... main to aapko aisey hi ... dhyaan se dekh rahi hoon ... ## MOM : Dhyaan se to yeh dekh rahey hain ... ## ",Mom aankhein nahi blink kar rahi,contradictory,"Mother: Calling you out of fear... who is this? ## Queen : Mummy this is my friend Lakshmi ## Mother : Lakshmi ? ## Dad : Hello Hello ## Vijayalakshmi : Dad! Hello... ## Dad: Call me Ashwini, Actually Ashu ## Rani: Indian... A little ## Dad: Looking ## Mom: Son Let's go, stay in the company of you nice people, (After a pause) Why aren't you blinking ## Queen: No no... I'm blinking... I'm looking at you like this... carefully... ## Mother: Attentively So these are watching... ##",Mom's eyes are not blinking
1138,"SHAHID : Nahin kiya . ## RAJESH : Ruthe ho ? ## SHAHID : Nahin ... ## RAJESH : Phir ? ## SHAHID : Because , I am such a fool ## RAJESH : Nahin . Prachand murkh . Shahid smiles ... They start walking ... ## SHAHID : Main nahin karoonga follow up . ## RAJESH : Kranti ? ## SHAHID : Kranti ? Bas yeh dekh kya sahi hai . ## RAJESH : Kya hai ... ## SHAHID : Sirf paisa nahin , har samay nahin . ## ",SHAHID ne kaha ki main rutha nahin hoon. ,entailment,"Shahid: Didn't. ## Rajesh: Are you angry? ## Shahid: No... ## Rajesh: Then? ## Shahid : Because, how stupid I am ## Rajesh : No. Huge fool. Shahid smiles... he starts walking... ## Shahid: I won't follow up. ## Rajesh: Revolution? ## Shahid: Revolution? Just see what's right. ## Rajesh: What is... ## Shahid: Not just money, not all the time. ,",Shahid said that I am not angry.
1139,"RAHUL : Aise hi chala jayega .. Bina kisi se baat kiye . ## RAHUL : Mom ko humari zaroorat hai Arjun . ## ARJUN : Mom ko humari nahin tumhari zaroorat hai . ## RAHUL : Mujh se toh woh baat bhi nahin kar rahi .. Aur shaayad kabhi nahin karengi . ## ARJUN : Nothing you can do will ever disappoint her . ## RAHUL : What if I told you I have lied to her my whole life , and I've no interst in Tia or any other girl for that matter ? ## RAHUL : You don't have to say anything .. Just stay back a little longer .. ## ARJUN : I can't . I need sometime . ## DHARAMENDRA : Taxi aa gayi hai . ## ",RAHUL bina kisi se baat kiye ja raha hai,contradictory,"Rahul: It will go away like this.. without talking to anyone. ## Rahul : Mother needs us Arjun. ## Arjun: Mother needs you not us. ## Rahul: She is not even talking to me.. and probably never will. ## Arjun : Whatever you can do it will never let him down. ## Rahul: What if I told you that I lied to her my whole life, and I'm not interested in Tia or any other girl for that matter? ## Rahul: You don't have to say anything.. Just wait for a while.. ## Arjun: I can't. I need some time ## Dharmendra: The taxi has arrived. ,",Rahul is talking to no one
